trial_number,start_row,end_row,num_events,states_sequence,states_detailed,MagEntry,On1A1,Delta,ITI_start,T_Premat,ITI_premat_delta,CorrectResp,IncorrectResp,Omission,cue_on,t_correct,latency_cue_onset,T_IncorrectResp,latency_incorrect_cue_onset
1,4,20,17,MagEntry -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> ITI2sec -> RandomHole -> RandomHole -> hole1 -> hole1 -> Holdhole1 -> Holdhole1 -> Omission -> Omission -> TimeOut -> TimeOut -> MagEntry,"[{""actual_row"": 4, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 0, ""milliseconds"": 5, ""display"": NaN}, {""actual_row"": 5, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 3, ""milliseconds"": 575, ""display"": NaN}, {""actual_row"": 6, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 3, ""milliseconds"": 575, ""display"": ""1""}, {""actual_row"": 7, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 3, ""milliseconds"": 575, ""display"": NaN}, {""actual_row"": 8, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 3, ""milliseconds"": 915, ""display"": NaN}, {""actual_row"": 9, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 5, ""milliseconds"": 580, ""display"": ""Time""}, {""actual_row"": 10, ""state"": ""RandomHole"", ""cat"": ""Entry"", ""seconds"": 5, ""milliseconds"": 580, ""display"": NaN}, {""actual_row"": 11, ""state"": ""RandomHole"", ""cat"": ""Exit"", ""seconds"": 5, ""milliseconds"": 590, ""display"": ""Time""}, {""actual_row"": 12, ""state"": ""hole1"", ""cat"": ""Entry"", ""seconds"": 5, ""milliseconds"": 590, ""display"": NaN}, {""actual_row"": 13, ""state"": ""hole1"", ""cat"": ""Exit"", ""seconds"": 7, ""milliseconds"": 95, ""display"": ""Time""}, {""actual_row"": 14, ""state"": ""Holdhole1"", ""cat"": ""Entry"", ""seconds"": 7, ""milliseconds"": 95, ""display"": NaN}, {""actual_row"": 15, ""state"": ""Holdhole1"", ""cat"": ""Exit"", ""seconds"": 8, ""milliseconds"": 600, ""display"": ""Time""}, {""actual_row"": 16, ""state"": ""Omission"", ""cat"": ""Entry"", ""seconds"": 8, ""milliseconds"": 600, ""display"": NaN}, {""actual_row"": 17, ""state"": ""Omission"", ""cat"": ""Exit"", ""seconds"": 8, ""milliseconds"": 610, ""display"": ""Time""}, {""actual_row"": 18, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 8, ""milliseconds"": 610, ""display"": NaN}, {""actual_row"": 19, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 13, ""milliseconds"": 615, ""display"": ""Time""}, {""actual_row"": 20, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 13, ""milliseconds"": 615, ""display"": NaN}]",0.5,3.575,3.57,3.575,0.0,,,,Omission,5.59,,,,
2,20,46,27,MagEntry -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> On1A1 -> ITI2sec -> RandomHole -> RandomHole -> hole3 -> Off1A1 -> hole3 -> Holdhole3 -> Holdhole3 -> Omission -> Omission -> TimeOut -> On1A4 -> Off1A4 -> On1A1 -> Off1A1 -> On1A1 -> Off1A1 -> On1A1 -> Off1A1 -> TimeOut -> MagEntry,"[{""actual_row"": 20, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 13, ""milliseconds"": 615, ""display"": NaN}, {""actual_row"": 21, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 63, ""milliseconds"": 715, ""display"": NaN}, {""actual_row"": 22, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 63, ""milliseconds"": 715, ""display"": ""1""}, {""actual_row"": 23, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 63, ""milliseconds"": 715, ""display"": NaN}, {""actual_row"": 24, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 65, ""milliseconds"": 35, ""display"": NaN}, {""actual_row"": 25, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 65, ""milliseconds"": 160, ""display"": NaN}, {""actual_row"": 26, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 65, ""milliseconds"": 720, ""display"": ""Time""}, {""actual_row"": 27, ""state"": ""RandomHole"", ""cat"": ""Entry"", ""seconds"": 65, ""milliseconds"": 720, ""display"": NaN}, {""actual_row"": 28, ""state"": ""RandomHole"", ""cat"": ""Exit"", ""seconds"": 65, ""milliseconds"": 730, ""display"": ""Time""}, {""actual_row"": 29, ""state"": ""hole3"", ""cat"": ""Entry"", ""seconds"": 65, ""milliseconds"": 730, ""display"": NaN}, {""actual_row"": 30, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 67, ""milliseconds"": 126, ""display"": NaN}, {""actual_row"": 31, ""state"": ""hole3"", ""cat"": ""Exit"", ""seconds"": 67, ""milliseconds"": 235, ""display"": ""Time""}, {""actual_row"": 32, ""state"": ""Holdhole3"", ""cat"": ""Entry"", ""seconds"": 67, ""milliseconds"": 235, ""display"": NaN}, {""actual_row"": 33, ""state"": ""Holdhole3"", ""cat"": ""Exit"", ""seconds"": 68, ""milliseconds"": 235, ""display"": ""Time""}, {""actual_row"": 34, ""state"": ""Omission"", ""cat"": ""Entry"", ""seconds"": 68, ""milliseconds"": 235, ""display"": NaN}, {""actual_row"": 35, ""state"": ""Omission"", ""cat"": ""Exit"", ""seconds"": 68, ""milliseconds"": 245, ""display"": ""Time""}, {""actual_row"": 36, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 68, ""milliseconds"": 245, ""display"": NaN}, {""actual_row"": 37, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 68, ""milliseconds"": 250, ""display"": NaN}, {""actual_row"": 38, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 69, ""milliseconds"": 565, ""display"": NaN}, {""actual_row"": 39, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 70, ""milliseconds"": 585, ""display"": NaN}, {""actual_row"": 40, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 70, ""milliseconds"": 925, ""display"": NaN}, {""actual_row"": 41, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 71, ""milliseconds"": 50, ""display"": NaN}, {""actual_row"": 42, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 71, ""milliseconds"": 390, ""display"": NaN}, {""actual_row"": 43, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 71, ""milliseconds"": 505, ""display"": NaN}, {""actual_row"": 44, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 71, ""milliseconds"": 845, ""display"": NaN}, {""actual_row"": 45, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 73, ""milliseconds"": 250, ""display"": ""Time""}, {""actual_row"": 46, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 73, ""milliseconds"": 250, ""display"": NaN}]",13.615,63.715,50.1,63.715,0.0,,,,Omission,65.73,,,,
3,46,70,25,MagEntry -> On1A3 -> On1A4 -> Off1A3 -> Off1A4 -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> On1A1 -> Off1A1 -> On1A1 -> ITI2sec -> RandomHole -> RandomHole -> hole4 -> Off1A1 -> hole4 -> Holdhole4 -> On1A2 -> On1A3 -> Holdhole4 -> CorrectResp -> CorrectResp -> MagEntry,"[{""actual_row"": 46, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 73, ""milliseconds"": 250, ""display"": NaN}, {""actual_row"": 47, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 80, ""milliseconds"": 0, ""display"": NaN}, {""actual_row"": 48, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 80, ""milliseconds"": 0, ""display"": NaN}, {""actual_row"": 49, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 80, ""milliseconds"": 990, ""display"": NaN}, {""actual_row"": 50, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 80, ""milliseconds"": 990, ""display"": NaN}, {""actual_row"": 51, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 81, ""milliseconds"": 780, ""display"": NaN}, {""actual_row"": 52, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 81, ""milliseconds"": 780, ""display"": ""1""}, {""actual_row"": 53, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 81, ""milliseconds"": 780, ""display"": NaN}, {""actual_row"": 54, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 82, ""milliseconds"": 445, ""display"": NaN}, {""actual_row"": 55, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 82, ""milliseconds"": 860, ""display"": NaN}, {""actual_row"": 56, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 83, ""milliseconds"": 200, ""display"": NaN}, {""actual_row"": 57, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 83, ""milliseconds"": 240, ""display"": NaN}, {""actual_row"": 58, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 83, ""milliseconds"": 785, ""display"": ""Time""}, {""actual_row"": 59, ""state"": ""RandomHole"", ""cat"": ""Entry"", ""seconds"": 83, ""milliseconds"": 785, ""display"": NaN}, {""actual_row"": 60, ""state"": ""RandomHole"", ""cat"": ""Exit"", ""seconds"": 83, ""milliseconds"": 795, ""display"": ""Time""}, {""actual_row"": 61, ""state"": ""hole4"", ""cat"": ""Entry"", ""seconds"": 83, ""milliseconds"": 795, ""display"": NaN}, {""actual_row"": 62, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 84, ""milliseconds"": 560, ""display"": NaN}, {""actual_row"": 63, ""state"": ""hole4"", ""cat"": ""Exit"", ""seconds"": 85, ""milliseconds"": 300, ""display"": ""Time""}, {""actual_row"": 64, ""state"": ""Holdhole4"", ""cat"": ""Entry"", ""seconds"": 85, ""milliseconds"": 300, ""display"": NaN}, {""actual_row"": 65, ""state"": ""On1A2"", ""cat"": ""Input"", ""seconds"": 85, ""milliseconds"": 400, ""display"": NaN}, {""actual_row"": 66, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 85, ""milliseconds"": 400, ""display"": NaN}, {""actual_row"": 67, ""state"": ""Holdhole4"", ""cat"": ""Exit"", ""seconds"": 85, ""milliseconds"": 400, ""display"": ""3""}, {""actual_row"": 68, ""state"": ""CorrectResp"", ""cat"": ""Entry"", ""seconds"": 85, ""milliseconds"": 400, ""display"": NaN}, {""actual_row"": 69, ""state"": ""CorrectResp"", ""cat"": ""Exit"", ""seconds"": 85, ""milliseconds"": 405, ""display"": ""Time""}, {""actual_row"": 70, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 85, ""milliseconds"": 405, ""display"": NaN}]",73.25,81.78,8.52,81.78,0.0,,CorrectResp,,,83.795,85.4,1.209,,
4,70,98,29,MagEntry -> Off1A2 -> Off1A3 -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> ITI2sec -> RandomHole -> RandomHole -> hole5 -> hole5 -> Holdhole5 -> Holdhole5 -> Omission -> Omission -> TimeOut -> On1A3 -> Off1A3 -> On1A3 -> Off1A3 -> On1A4 -> Off1A4 -> On1A2 -> On1A3 -> Off1A2 -> Off1A3 -> TimeOut -> MagEntry,"[{""actual_row"": 70, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 85, ""milliseconds"": 405, ""display"": NaN}, {""actual_row"": 71, ""state"": ""Off1A2"", ""cat"": ""Input"", ""seconds"": 86, ""milliseconds"": 70, ""display"": NaN}, {""actual_row"": 72, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 86, ""milliseconds"": 70, ""display"": NaN}, {""actual_row"": 73, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 86, ""milliseconds"": 305, ""display"": NaN}, {""actual_row"": 74, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 86, ""milliseconds"": 305, ""display"": ""1""}, {""actual_row"": 75, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 86, ""milliseconds"": 305, ""display"": NaN}, {""actual_row"": 76, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 87, ""milliseconds"": 620, ""display"": NaN}, {""actual_row"": 77, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 88, ""milliseconds"": 310, ""display"": ""Time""}, {""actual_row"": 78, ""state"": ""RandomHole"", ""cat"": ""Entry"", ""seconds"": 88, ""milliseconds"": 310, ""display"": NaN}, {""actual_row"": 79, ""state"": ""RandomHole"", ""cat"": ""Exit"", ""seconds"": 88, ""milliseconds"": 320, ""display"": ""Time""}, {""actual_row"": 80, ""state"": ""hole5"", ""cat"": ""Entry"", ""seconds"": 88, ""milliseconds"": 320, ""display"": NaN}, {""actual_row"": 81, ""state"": ""hole5"", ""cat"": ""Exit"", ""seconds"": 89, ""milliseconds"": 825, ""display"": ""Time""}, {""actual_row"": 82, ""state"": ""Holdhole5"", ""cat"": ""Entry"", ""seconds"": 89, ""milliseconds"": 825, ""display"": NaN}, {""actual_row"": 83, ""state"": ""Holdhole5"", ""cat"": ""Exit"", ""seconds"": 91, ""milliseconds"": 330, ""display"": ""Time""}, {""actual_row"": 84, ""state"": ""Omission"", ""cat"": ""Entry"", ""seconds"": 91, ""milliseconds"": 330, ""display"": NaN}, {""actual_row"": 85, ""state"": ""Omission"", ""cat"": ""Exit"", ""seconds"": 91, ""milliseconds"": 340, ""display"": ""Time""}, {""actual_row"": 86, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 91, ""milliseconds"": 340, ""display"": NaN}, {""actual_row"": 87, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 94, ""milliseconds"": 145, ""display"": NaN}, {""actual_row"": 88, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 94, ""milliseconds"": 485, ""display"": NaN}, {""actual_row"": 89, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 94, ""milliseconds"": 500, ""display"": NaN}, {""actual_row"": 90, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 94, ""milliseconds"": 840, ""display"": NaN}, {""actual_row"": 91, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 94, ""milliseconds"": 985, ""display"": NaN}, {""actual_row"": 92, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 95, ""milliseconds"": 325, ""display"": NaN}, {""actual_row"": 93, ""state"": ""On1A2"", ""cat"": ""Input"", ""seconds"": 95, ""milliseconds"": 350, ""display"": NaN}, {""actual_row"": 94, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 95, ""milliseconds"": 350, ""display"": NaN}, {""actual_row"": 95, ""state"": ""Off1A2"", ""cat"": ""Input"", ""seconds"": 96, ""milliseconds"": 15, ""display"": NaN}, {""actual_row"": 96, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 96, ""milliseconds"": 15, ""display"": NaN}, {""actual_row"": 97, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 96, ""milliseconds"": 345, ""display"": ""Time""}, {""actual_row"": 98, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 96, ""milliseconds"": 345, ""display"": NaN}]",85.405,86.305,0.9,86.305,0.0,,,,Omission,88.32,,,,
5,98,124,27,MagEntry -> On1A4 -> Off1A4 -> On1A4 -> Off1A4 -> On1A2 -> On1A3 -> Off1A2 -> Off1A3 -> On1A3 -> On1A4 -> Off1A3 -> Off1A4 -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> On1A3 -> ITI2sec -> Premature -> Premature -> TimeOut -> Off1A3 -> On1A3 -> Off1A3 -> TimeOut -> MagEntry,"[{""actual_row"": 98, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 96, ""milliseconds"": 345, ""display"": NaN}, {""actual_row"": 99, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 111, ""milliseconds"": 885, ""display"": NaN}, {""actual_row"": 100, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 112, ""milliseconds"": 550, ""display"": NaN}, {""actual_row"": 101, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 122, ""milliseconds"": 940, ""display"": NaN}, {""actual_row"": 102, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 123, ""milliseconds"": 605, ""display"": NaN}, {""actual_row"": 103, ""state"": ""On1A2"", ""cat"": ""Input"", ""seconds"": 123, ""milliseconds"": 720, ""display"": NaN}, {""actual_row"": 104, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 123, ""milliseconds"": 720, ""display"": NaN}, {""actual_row"": 105, ""state"": ""Off1A2"", ""cat"": ""Input"", ""seconds"": 124, ""milliseconds"": 385, ""display"": NaN}, {""actual_row"": 106, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 124, ""milliseconds"": 385, ""display"": NaN}, {""actual_row"": 107, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 124, ""milliseconds"": 575, ""display"": NaN}, {""actual_row"": 108, ""state"": ""On1A4"", ""cat"": ""Input"", ""seconds"": 124, ""milliseconds"": 575, ""display"": NaN}, {""actual_row"": 109, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 125, ""milliseconds"": 565, ""display"": NaN}, {""actual_row"": 110, ""state"": ""Off1A4"", ""cat"": ""Input"", ""seconds"": 125, ""milliseconds"": 565, ""display"": NaN}, {""actual_row"": 111, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 131, ""milliseconds"": 210, ""display"": NaN}, {""actual_row"": 112, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 131, ""milliseconds"": 210, ""display"": ""1""}, {""actual_row"": 113, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 131, ""milliseconds"": 210, ""display"": NaN}, {""actual_row"": 114, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 131, ""milliseconds"": 875, ""display"": NaN}, {""actual_row"": 115, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 133, ""milliseconds"": 90, ""display"": NaN}, {""actual_row"": 116, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 133, ""milliseconds"": 90, ""display"": ""3""}, {""actual_row"": 117, ""state"": ""Premature"", ""cat"": ""Entry"", ""seconds"": 133, ""milliseconds"": 90, ""display"": NaN}, {""actual_row"": 118, ""state"": ""Premature"", ""cat"": ""Exit"", ""seconds"": 133, ""milliseconds"": 95, ""display"": ""Time""}, {""actual_row"": 119, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 133, ""milliseconds"": 95, ""display"": NaN}, {""actual_row"": 120, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 133, ""milliseconds"": 430, ""display"": NaN}, {""actual_row"": 121, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 133, ""milliseconds"": 475, ""display"": NaN}, {""actual_row"": 122, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 134, ""milliseconds"": 140, ""display"": NaN}, {""actual_row"": 123, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 138, ""milliseconds"": 100, ""display"": ""Time""}, {""actual_row"": 124, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 138, ""milliseconds"": 100, ""display"": NaN}]",96.345,131.21,34.675,131.21,133.9,1.987,,,,,,,,
6,124,138,15,MagEntry -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> On1A2 -> ITI2sec -> Premature -> Premature -> TimeOut -> Off1A2 -> On1A3 -> Off1A3 -> TimeOut -> MagEntry,"[{""actual_row"": 124, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 138, ""milliseconds"": 100, ""display"": NaN}, {""actual_row"": 125, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 140, ""milliseconds"": 300, ""display"": NaN}, {""actual_row"": 126, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 140, ""milliseconds"": 300, ""display"": ""1""}, {""actual_row"": 127, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 140, ""milliseconds"": 300, ""display"": NaN}, {""actual_row"": 128, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 140, ""milliseconds"": 965, ""display"": NaN}, {""actual_row"": 129, ""state"": ""On1A2"", ""cat"": ""Input"", ""seconds"": 141, ""milliseconds"": 930, ""display"": NaN}, {""actual_row"": 130, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 141, ""milliseconds"": 930, ""display"": ""2""}, {""actual_row"": 131, ""state"": ""Premature"", ""cat"": ""Entry"", ""seconds"": 141, ""milliseconds"": 930, ""display"": NaN}, {""actual_row"": 132, ""state"": ""Premature"", ""cat"": ""Exit"", ""seconds"": 141, ""milliseconds"": 935, ""display"": ""Time""}, {""actual_row"": 133, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 141, ""milliseconds"": 935, ""display"": NaN}, {""actual_row"": 134, ""state"": ""Off1A2"", ""cat"": ""Input"", ""seconds"": 142, ""milliseconds"": 595, ""display"": NaN}, {""actual_row"": 135, ""state"": ""On1A3"", ""cat"": ""Input"", ""seconds"": 142, ""milliseconds"": 620, ""display"": NaN}, {""actual_row"": 136, ""state"": ""Off1A3"", ""cat"": ""Input"", ""seconds"": 142, ""milliseconds"": 960, ""display"": NaN}, {""actual_row"": 137, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 146, ""milliseconds"": 940, ""display"": ""Time""}, {""actual_row"": 138, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 146, ""milliseconds"": 940, ""display"": NaN}]",138.1,140.3,2.1,140.3,141.93,1.9,,,,,,,,
7,138,154,17,MagEntry -> On1A1 -> MagEntry -> ITI2sec -> Off1A1 -> ITI2sec -> RandomHole -> RandomHole -> hole2 -> hole2 -> Holdhole2 -> Holdhole2 -> Omission -> Omission -> TimeOut -> TimeOut -> MagEntry,"[{""actual_row"": 138, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 146, ""milliseconds"": 940, ""display"": NaN}, {""actual_row"": 139, ""state"": ""On1A1"", ""cat"": ""Input"", ""seconds"": 148, ""milliseconds"": 445, ""display"": NaN}, {""actual_row"": 140, ""state"": ""MagEntry"", ""cat"": ""Exit"", ""seconds"": 148, ""milliseconds"": 445, ""display"": ""1""}, {""actual_row"": 141, ""state"": ""ITI2sec"", ""cat"": ""Entry"", ""seconds"": 148, ""milliseconds"": 445, ""display"": NaN}, {""actual_row"": 142, ""state"": ""Off1A1"", ""cat"": ""Input"", ""seconds"": 148, ""milliseconds"": 785, ""display"": NaN}, {""actual_row"": 143, ""state"": ""ITI2sec"", ""cat"": ""Exit"", ""seconds"": 150, ""milliseconds"": 450, ""display"": ""Time""}, {""actual_row"": 144, ""state"": ""RandomHole"", ""cat"": ""Entry"", ""seconds"": 150, ""milliseconds"": 450, ""display"": NaN}, {""actual_row"": 145, ""state"": ""RandomHole"", ""cat"": ""Exit"", ""seconds"": 150, ""milliseconds"": 460, ""display"": ""Time""}, {""actual_row"": 146, ""state"": ""hole2"", ""cat"": ""Entry"", ""seconds"": 150, ""milliseconds"": 460, ""display"": NaN}, {""actual_row"": 147, ""state"": ""hole2"", ""cat"": ""Exit"", ""seconds"": 151, ""milliseconds"": 965, ""display"": ""Time""}, {""actual_row"": 148, ""state"": ""Holdhole2"", ""cat"": ""Entry"", ""seconds"": 151, ""milliseconds"": 965, ""display"": NaN}, {""actual_row"": 149, ""state"": ""Holdhole2"", ""cat"": ""Exit"", ""seconds"": 153, ""milliseconds"": 470, ""display"": ""Time""}, {""actual_row"": 150, ""state"": ""Omission"", ""cat"": ""Entry"", ""seconds"": 153, ""milliseconds"": 470, ""display"": NaN}, {""actual_row"": 151, ""state"": ""Omission"", ""cat"": ""Exit"", ""seconds"": 153, ""milliseconds"": 480, ""display"": ""Time""}, {""actual_row"": 152, ""state"": ""TimeOut"", ""cat"": ""Entry"", ""seconds"": 153, ""milliseconds"": 480, ""display"": NaN}, {""actual_row"": 153, ""state"": ""TimeOut"", ""cat"": ""Exit"", ""seconds"": 158, ""milliseconds"": 485, ""display"": ""Time""}, {""actual_row"": 154, ""state"": ""MagEntry"", ""cat"": ""Entry"", ""seconds"": 158, ""milliseconds"": 485, ""display"": NaN}]",146.94,148.445,2.35,148.445,0.0,,,,Omission,150.46,,,,
