,,Subject,,,659,
,,Protocol,,,Level_8 v2,
,,Type,,,Master,
,,Channel,,,8,
,,Master,,,,
,,Date,,,2025-12-12,
,,Time,,,17:50:37,570,
,,Clock,,,5,
,,Time Warp,,,1x,
6662,2028,005,Entry,1,MagEntry,,
6663,2028,005,Reg,2,ComptNbessai,  247,000,
6664,2028,005,Reg,13,Accuracy,   75,709,
6665,2028,005,Reg,14,Omission,    0,000,
6666,2028,335,Input,34,Off1A2,,
6667,2028,335,Input,35,Off1A3,,
6668,2028,845,Input,1,On1A1,,
6669,2028,845,Exit,1,MagEntry,1,
6670,2028,845,Entry,2,ITI2sec,,
6671,2030,490,Input,33,Off1A1,,
6672,2030,850,Exit,2,ITI2sec,Time,
6673,2030,850,Entry,3,RandomHole,,
6674,2030,860,Exit,3,RandomHole,Time,
6675,2030,860,List,,Pseudo1a5,    8,000,
6676,2030,860,Entry,8,hole2,,
6677,2030,860,Reg,12,HoleNumber,    2,000,
6678,2031,860,Exit,8,hole2,Time,
6679,2031,860,Entry,9,Holdhole2,,
6680,2032,860,Exit,9,Holdhole2,Time,
6681,2032,860,Entry,16,Omission,,
6682,2032,860,Reg,1,ComptOmision,    1,000,
6683,2032,860,Reg,9,Omision,   53,000,
6684,2032,870,Exit,16,Omission,Time,
6685,2032,870,Entry,5,TimeOut,,
6686,2036,860,Input,3,On1A3,,
6687,2037,200,Input,35,Off1A3,,
6688,2037,875,Exit,5,TimeOut,Time,
6689,2037,875,Entry,1,MagEntry,,
6690,2037,875,Reg,2,ComptNbessai,  248,000,
6691,2037,875,Reg,13,Accuracy,   75,403,
6692,2037,875,Reg,14,Omission,    0,000,
6693,2050,315,Input,1,On1A1,,
6694,2050,315,Exit,1,MagEntry,1,
6695,2050,315,Entry,2,ITI2sec,,
6696,2051,305,Input,33,Off1A1,,
6697,2052,320,Exit,2,ITI2sec,Time,
6698,2052,320,Entry,3,RandomHole,,
6699,2052,330,Exit,3,RandomHole,Time,
6700,2052,330,List,,Pseudo1a5,   12,000,
6701,2052,330,Entry,12,hole4,,
6702,2052,330,Reg,12,HoleNumber,    4,000,
6703,2053,191,Input,2,On1A2,,
6704,2053,191,Input,3,On1A3,,
6705,2053,191,Exit,12,hole4,3,
6706,2053,191,Entry,17,CorrectResp,,
6707,2053,191,Reg,3,ComptCR,  193,000,
6708,2053,191,Reg,6,Reward,  193,000,
6709,2053,191,Reg,8,CptReward,  188,000,
6710,2053,191,Reg,1,ComptOmision,    0,000,
6711,2053,200,Exit,17,CorrectResp,Time,
6712,2053,200,Entry,1,MagEntry,,
6713,2053,200,Reg,2,ComptNbessai,  249,000,
6714,2053,200,Reg,13,Accuracy,   75,502,
6715,2053,200,Reg,14,Omission,    0,000,
6716,2053,530,Input,34,Off1A2,,
6717,2053,530,Input,35,Off1A3,,
6718,2054,045,Input,1,On1A1,,
6719,2054,045,Exit,1,MagEntry,1,
6720,2054,045,Entry,2,ITI2sec,,
6721,2055,360,Input,33,Off1A1,,
6722,2056,050,Exit,2,ITI2sec,Time,
6723,2056,050,Entry,3,RandomHole,,
6724,2056,060,Exit,3,RandomHole,Time,
6725,2056,060,List,,Pseudo1a5,   14,000,
6726,2056,060,Entry,14,hole5,,
6727,2056,060,Reg,12,HoleNumber,    5,000,
6728,2056,825,Input,3,On1A3,,
6729,2056,825,Input,4,On1A4,,
6730,2056,825,Exit,14,hole5,4,
6731,2056,825,Entry,17,CorrectResp,,
6732,2056,825,Reg,3,ComptCR,  194,000,
6733,2056,825,Reg,6,Reward,  194,000,
6734,2056,825,Reg,8,CptReward,  189,000,
6735,2056,825,Reg,1,ComptOmision,    0,000,
6736,2056,830,Exit,17,CorrectResp,Time,
6737,2056,830,Entry,1,MagEntry,,
6738,2056,830,Reg,2,ComptNbessai,  250,000,
6739,2056,830,Reg,13,Accuracy,   75,600,
6740,2056,830,Reg,14,Omission,    0,000,
6741,2057,165,Input,35,Off1A3,,
6742,2057,165,Input,36,Off1A4,,
6743,2057,655,Input,1,On1A1,,
6744,2057,655,Exit,1,MagEntry,1,
6745,2057,655,Entry,2,ITI2sec,,
6746,2059,295,Input,33,Off1A1,,
6747,2059,656,Exit,2,ITI2sec,Time,
6748,2059,656,Entry,3,RandomHole,,
6749,2059,670,Exit,3,RandomHole,Time,
6750,2059,670,List,,Pseudo1a5,    8,000,
6751,2059,670,Entry,8,hole2,,
6752,2059,670,Reg,12,HoleNumber,    2,000,
6753,2060,670,Exit,8,hole2,Time,
6754,2060,670,Entry,9,Holdhole2,,
6755,2061,670,Exit,9,Holdhole2,Time,
6756,2061,670,Entry,16,Omission,,
6757,2061,670,Reg,1,ComptOmision,    1,000,
6758,2061,670,Reg,9,Omision,   54,000,
6759,2061,680,Exit,16,Omission,Time,
6760,2061,680,Entry,5,TimeOut,,
6761,2066,685,Exit,5,TimeOut,Time,
6762,2066,685,Entry,1,MagEntry,,
6763,2066,685,Reg,2,ComptNbessai,  251,000,
6764,2066,685,Reg,13,Accuracy,   75,299,
6765,2066,685,Reg,14,Omission,    0,000,
6766,2070,515,Input,1,On1A1,,
6767,2070,515,Exit,1,MagEntry,1,
6768,2070,515,Entry,2,ITI2sec,,
6769,2071,830,Input,33,Off1A1,,
6770,2072,520,Exit,2,ITI2sec,Time,
6771,2072,520,Entry,3,RandomHole,,
6772,2072,530,Exit,3,RandomHole,Time,
6773,2072,530,List,,Pseudo1a5,   14,000,
6774,2072,530,Entry,14,hole5,,
6775,2072,530,Reg,12,HoleNumber,    5,000,
6776,2072,965,Input,3,On1A3,,
6777,2072,965,Input,4,On1A4,,
6778,2072,965,Exit,14,hole5,4,
6779,2072,965,Entry,17,CorrectResp,,
6780,2072,965,Reg,3,ComptCR,  195,000,
6781,2072,965,Reg,6,Reward,  195,000,
6782,2072,965,Reg,8,CptReward,  190,000,
6783,2072,965,Reg,1,ComptOmision,    0,000,
6784,2072,970,Exit,17,CorrectResp,Time,
6785,2072,970,Entry,1,MagEntry,,
6786,2072,970,Reg,2,ComptNbessai,  252,000,
6787,2072,970,Reg,13,Accuracy,   75,397,
6788,2072,970,Reg,14,Omission,    0,000,
6789,2073,630,Input,35,Off1A3,,
6790,2073,630,Input,36,Off1A4,,
6791,2074,930,Input,1,On1A1,,
6792,2074,930,Exit,1,MagEntry,1,
6793,2074,930,Entry,2,ITI2sec,,
6794,2076,570,Input,33,Off1A1,,
6795,2076,935,Exit,2,ITI2sec,Time,
6796,2076,935,Entry,3,RandomHole,,
6797,2076,945,Exit,3,RandomHole,Time,
6798,2076,945,List,,Pseudo1a5,    8,000,
6799,2076,945,Entry,8,hole2,,
6800,2076,945,Reg,12,HoleNumber,    2,000,
6801,2077,570,Input,3,On1A3,,
6802,2077,570,Exit,8,hole2,3,
6803,2077,570,Entry,17,CorrectResp,,
6804,2077,570,Reg,3,ComptCR,  196,000,
6805,2077,570,Reg,6,Reward,  196,000,
6806,2077,570,Reg,8,CptReward,  191,000,
6807,2077,570,Reg,1,ComptOmision,    0,000,
6808,2077,575,Exit,17,CorrectResp,Time,
6809,2077,575,Entry,1,MagEntry,,
6810,2077,575,Reg,2,ComptNbessai,  253,000,
6811,2077,575,Reg,13,Accuracy,   75,494,
6812,2077,575,Reg,14,Omission,    0,000,
6813,2077,910,Input,35,Off1A3,,
6814,2078,425,Input,1,On1A1,,
6815,2078,425,Exit,1,MagEntry,1,
6816,2078,425,Entry,2,ITI2sec,,
6817,2080,070,Input,33,Off1A1,,
6818,2080,430,Exit,2,ITI2sec,Time,
6819,2080,430,Entry,3,RandomHole,,
6820,2080,440,Exit,3,RandomHole,Time,
6821,2080,440,List,,Pseudo1a5,   12,000,
6822,2080,440,Entry,12,hole4,,
6823,2080,440,Reg,12,HoleNumber,    4,000,
6824,2081,440,Exit,12,hole4,Time,
6825,2081,440,Entry,13,Holdhole4,,
6826,2082,440,Exit,13,Holdhole4,Time,
6827,2082,440,Entry,16,Omission,,
6828,2082,440,Reg,1,ComptOmision,    1,000,
6829,2082,440,Reg,9,Omision,   55,000,
6830,2082,450,Exit,16,Omission,Time,
6831,2082,450,Entry,5,TimeOut,,
6832,2087,455,Exit,5,TimeOut,Time,
6833,2087,455,Entry,1,MagEntry,,
6834,2087,455,Reg,2,ComptNbessai,  254,000,
6835,2087,455,Reg,13,Accuracy,   75,197,
6836,2087,455,Reg,14,Omission,    0,000,
6837,2101,715,Input,1,On1A1,,
6838,2101,715,Exit,1,MagEntry,1,
6839,2101,715,Entry,2,ITI2sec,,
6840,2102,705,Input,33,Off1A1,,
6841,2102,880,Input,1,On1A1,,
6842,2103,220,Input,33,Off1A1,,
6843,2103,720,Exit,2,ITI2sec,Time,
6844,2103,720,Entry,3,RandomHole,,
6845,2103,730,Exit,3,RandomHole,Time,
6846,2103,730,List,,Pseudo1a5,   12,000,
6847,2103,730,Entry,12,hole4,,
6848,2103,730,Reg,12,HoleNumber,    4,000,
6849,2104,350,Input,2,On1A2,,
6850,2104,350,Input,3,On1A3,,
6851,2104,350,Exit,12,hole4,3,
6852,2104,350,Entry,17,CorrectResp,,
6853,2104,350,Reg,3,ComptCR,  197,000,
6854,2104,350,Reg,6,Reward,  197,000,
6855,2104,350,Reg,8,CptReward,  192,000,
6856,2104,350,Reg,1,ComptOmision,    0,000,
6857,2104,355,Exit,17,CorrectResp,Time,
6858,2104,355,Entry,1,MagEntry,,
6859,2104,355,Reg,2,ComptNbessai,  255,000,
6860,2104,355,Reg,13,Accuracy,   75,294,
6861,2104,355,Reg,14,Omission,    0,000,
6862,2105,015,Input,34,Off1A2,,
6863,2105,015,Input,35,Off1A3,,
6864,2106,710,Input,1,On1A1,,
6865,2106,710,Exit,1,MagEntry,1,
6866,2106,710,Entry,2,ITI2sec,,
6867,2108,030,Input,33,Off1A1,,
6868,2108,715,Exit,2,ITI2sec,Time,
6869,2108,715,Entry,3,RandomHole,,
6870,2108,726,Exit,3,RandomHole,Time,
6871,2108,726,List,,Pseudo1a5,   10,000,
6872,2108,726,Entry,10,hole3,,
6873,2108,726,Reg,12,HoleNumber,    3,000,
6874,2109,565,Input,4,On1A4,,
6875,2109,565,Exit,10,hole3,4,
6876,2109,565,Entry,17,CorrectResp,,
6877,2109,565,Reg,3,ComptCR,  198,000,
6878,2109,565,Reg,6,Reward,  198,000,
6879,2109,565,Reg,8,CptReward,  193,000,
6880,2109,565,Reg,1,ComptOmision,    0,000,
6881,2109,570,Exit,17,CorrectResp,Time,
6882,2109,570,Entry,1,MagEntry,,
6883,2109,570,Reg,2,ComptNbessai,  256,000,
6884,2109,570,Reg,13,Accuracy,   75,391,
6885,2109,570,Reg,14,Omission,    0,000,
6886,2109,906,Input,36,Off1A4,,
6887,2110,415,Input,1,On1A1,,
6888,2110,415,Exit,1,MagEntry,1,
6889,2110,415,Entry,2,ITI2sec,,
6890,2111,735,Input,33,Off1A1,,
6891,2112,420,Exit,2,ITI2sec,Time,
6892,2112,420,Entry,3,RandomHole,,
6893,2112,431,Exit,3,RandomHole,Time,
6894,2112,431,List,,Pseudo1a5,    8,000,
6895,2112,431,Entry,8,hole2,,
6896,2112,431,Reg,12,HoleNumber,    2,000,
6897,2113,435,Exit,8,hole2,Time,
6898,2113,435,Entry,9,Holdhole2,,
6899,2113,975,Input,3,On1A3,,
6900,2113,975,Exit,9,Holdhole2,3,
6901,2113,975,Entry,17,CorrectResp,,
6902,2113,975,Reg,3,ComptCR,  199,000,
6903,2113,975,Reg,6,Reward,  199,000,
6904,2113,975,Reg,8,CptReward,  194,000,
6905,2113,975,Reg,1,ComptOmision,    0,000,
6906,2113,980,Exit,17,CorrectResp,Time,
6907,2113,980,Entry,1,MagEntry,,
6908,2113,980,Reg,2,ComptNbessai,  257,000,
6909,2113,980,Reg,13,Accuracy,   75,486,
6910,2113,980,Reg,14,Omission,    0,000,
6911,2114,305,Input,4,On1A4,,
6912,2114,315,Input,35,Off1A3,,
6913,2114,640,Input,36,Off1A4,,
6914,2115,205,Input,1,On1A1,,
6915,2115,205,Exit,1,MagEntry,1,
6916,2115,205,Entry,2,ITI2sec,,
6917,2116,525,Input,33,Off1A1,,
6918,2117,210,Exit,2,ITI2sec,Time,
6919,2117,210,Entry,3,RandomHole,,
6920,2117,220,Exit,3,RandomHole,Time,
6921,2117,220,List,,Pseudo1a5,   10,000,
6922,2117,220,Entry,10,hole3,,
6923,2117,220,Reg,12,HoleNumber,    3,000,
6924,2118,220,Exit,10,hole3,Time,
6925,2118,220,Entry,11,Holdhole3,,
6926,2118,225,Exit,11,Holdhole3,,
6927,2118,225,Entry,16,Omission,,
6928,2118,225,Reg,1,ComptOmision,    1,000,
6929,2118,225,Reg,9,Omision,   56,000,
6930,2118,235,Exit,16,Omission,Time,
6931,2118,235,Entry,5,TimeOut,,
6932,2123,240,Exit,5,TimeOut,Time,
6933,2123,240,Entry,1,MagEntry,,
6934,2123,240,Reg,2,ComptNbessai,  258,000,
6935,2123,240,Reg,13,Accuracy,   75,194,
6936,2123,240,Reg,14,Omission,    0,000,
6937,2128,695,Input,4,On1A4,,
6938,2129,035,Input,36,Off1A4,,
6939,2140,320,Input,1,On1A1,,
6940,2140,320,Exit,1,MagEntry,1,
6941,2140,320,Entry,2,ITI2sec,,
6942,2140,661,Input,33,Off1A1,,
6943,2142,326,Exit,2,ITI2sec,Time,
6944,2142,326,Entry,3,RandomHole,,
6945,2142,340,Exit,3,RandomHole,Time,
6946,2142,340,List,,Pseudo1a5,   14,000,
6947,2142,340,Entry,14,hole5,,
6948,2142,340,Reg,12,HoleNumber,    5,000,
6949,2142,645,Input,3,On1A3,,
6950,2142,645,Input,4,On1A4,,
6951,2142,645,Exit,14,hole5,4,
6952,2142,645,Entry,17,CorrectResp,,
6953,2142,645,Reg,3,ComptCR,  200,000,
6954,2142,645,Reg,6,Reward,  200,000,
6955,2142,645,Reg,8,CptReward,  195,000,
6956,2142,645,Reg,1,ComptOmision,    0,000,
6957,2142,650,Exit,17,CorrectResp,Time,
6958,2142,650,Entry,1,MagEntry,,
6959,2142,650,Reg,2,ComptNbessai,  259,000,
6960,2142,650,Reg,13,Accuracy,   75,290,
6961,2142,650,Reg,14,Omission,    0,000,
6962,2143,305,Input,36,Off1A4,,
6963,2143,310,Input,35,Off1A3,,
6964,2143,345,Input,3,On1A3,,
6965,2143,345,Input,4,On1A4,,
6966,2144,335,Input,35,Off1A3,,
6967,2144,335,Input,36,Off1A4,,
6968,2170,730,Input,3,On1A3,,
6969,2171,395,Input,35,Off1A3,,
6970,2173,015,Input,1,On1A1,,
6971,2173,015,Exit,1,MagEntry,1,
6972,2173,015,Entry,2,ITI2sec,,
6973,2174,005,Input,33,Off1A1,,
6974,2174,150,Input,1,On1A1,,
6975,2174,485,Input,33,Off1A1,,
6976,2175,020,Exit,2,ITI2sec,Time,
6977,2175,020,Entry,3,RandomHole,,
6978,2175,030,Exit,3,RandomHole,Time,
6979,2175,030,List,,Pseudo1a5,   14,000,
6980,2175,030,Entry,14,hole5,,
6981,2175,030,Reg,12,HoleNumber,    5,000,
6982,2175,850,Input,3,On1A3,,
6983,2175,850,Input,4,On1A4,,
6984,2175,850,Exit,14,hole5,4,
6985,2175,850,Entry,17,CorrectResp,,
6986,2175,850,Reg,3,ComptCR,  201,000,
6987,2175,850,Reg,6,Reward,  201,000,
6988,2175,850,Reg,8,CptReward,  196,000,
6989,2175,850,Reg,1,ComptOmision,    0,000,
6990,2175,855,Exit,17,CorrectResp,Time,
6991,2175,855,Entry,1,MagEntry,,
6992,2175,855,Reg,2,ComptNbessai,  260,000,
6993,2175,855,Reg,13,Accuracy,   75,385,
6994,2175,855,Reg,14,Omission,    0,000,
6995,2176,185,Input,35,Off1A3,,
6996,2176,185,Input,36,Off1A4,,
6997,2176,611,Input,1,On1A1,,
6998,2176,611,Exit,1,MagEntry,1,
6999,2176,611,Entry,2,ITI2sec,,
7000,2177,925,Input,33,Off1A1,,
7001,2178,616,Exit,2,ITI2sec,Time,
7002,2178,616,Entry,3,RandomHole,,
7003,2178,630,Exit,3,RandomHole,Time,
7004,2178,630,List,,Pseudo1a5,    6,000,
7005,2178,630,Entry,6,hole1,,
7006,2178,630,Reg,12,HoleNumber,    1,000,
7007,2179,630,Exit,6,hole1,Time,
7008,2179,630,Entry,7,Holdhole1,,
7009,2180,160,Input,2,On1A2,,
7010,2180,160,Exit,7,Holdhole1,2,
7011,2180,160,Entry,17,CorrectResp,,
7012,2180,160,Reg,3,ComptCR,  202,000,
7013,2180,160,Reg,6,Reward,  202,000,
7014,2180,160,Reg,8,CptReward,  197,000,
7015,2180,160,Reg,1,ComptOmision,    0,000,
7016,2180,165,Exit,17,CorrectResp,Time,
7017,2180,165,Entry,1,MagEntry,,
7018,2180,165,Reg,2,ComptNbessai,  261,000,
7019,2180,165,Reg,13,Accuracy,   75,479,
7020,2180,165,Reg,14,Omission,    0,000,
7021,2181,150,Input,34,Off1A2,,
7022,2181,775,Input,1,On1A1,,
7023,2181,775,Exit,1,MagEntry,1,
7024,2181,775,Entry,2,ITI2sec,,
7025,2183,090,Input,33,Off1A1,,
7026,2183,780,Exit,2,ITI2sec,Time,
7027,2183,780,Entry,3,RandomHole,,
7028,2183,790,Exit,3,RandomHole,Time,
7029,2183,790,List,,Pseudo1a5,   14,000,
7030,2183,790,Entry,14,hole5,,
7031,2183,790,Reg,12,HoleNumber,    5,000,
7032,2184,790,Exit,14,hole5,Time,
7033,2184,790,Entry,15,Holdhole5,,
7034,2185,105,Input,3,On1A3,,
7035,2185,105,Input,4,On1A4,,
7036,2185,105,Exit,15,Holdhole5,4,
7037,2185,105,Entry,17,CorrectResp,,
7038,2185,105,Reg,3,ComptCR,  203,000,
7039,2185,105,Reg,6,Reward,  203,000,
7040,2185,105,Reg,8,CptReward,  198,000,
7041,2185,105,Reg,1,ComptOmision,    0,000,
7042,2185,110,Exit,17,CorrectResp,Time,
7043,2185,110,Entry,1,MagEntry,,
7044,2185,110,Reg,2,ComptNbessai,  262,000,
7045,2185,110,Reg,13,Accuracy,   75,573,
7046,2185,110,Reg,14,Omission,    0,000,
7047,2185,770,Input,35,Off1A3,,
7048,2185,770,Input,36,Off1A4,,
7049,2187,035,Input,1,On1A1,,
7050,2187,035,Exit,1,MagEntry,1,
7051,2187,035,Entry,2,ITI2sec,,
7052,2187,700,Input,33,Off1A1,,
7053,2188,555,Input,1,On1A1,,
7054,2188,890,Input,33,Off1A1,,
7055,2189,040,Exit,2,ITI2sec,Time,
7056,2189,040,Entry,3,RandomHole,,
7057,2189,050,Exit,3,RandomHole,Time,
7058,2189,050,List,,Pseudo1a5,    8,000,
7059,2189,050,Entry,8,hole2,,
7060,2189,050,Reg,12,HoleNumber,    2,000,
7061,2189,745,Input,3,On1A3,,
7062,2189,745,Exit,8,hole2,3,
7063,2189,745,Entry,17,CorrectResp,,
7064,2189,745,Reg,3,ComptCR,  204,000,
7065,2189,745,Reg,6,Reward,  204,000,
7066,2189,745,Reg,8,CptReward,  199,000,
7067,2189,745,Reg,1,ComptOmision,    0,000,
7068,2189,750,Exit,17,CorrectResp,Time,
7069,2189,750,Entry,1,MagEntry,,
7070,2189,750,Reg,2,ComptNbessai,  263,000,
7071,2189,750,Reg,13,Accuracy,   75,665,
7072,2189,750,Reg,14,Omission,    0,000,
7073,2190,085,Input,35,Off1A3,,
7074,2190,180,Input,2,On1A2,,
7075,2191,170,Input,34,Off1A2,,
7076,2191,595,Input,1,On1A1,,
7077,2191,595,Exit,1,MagEntry,1,
7078,2191,595,Entry,2,ITI2sec,,
7079,2192,585,Input,33,Off1A1,,
7080,2193,600,Exit,2,ITI2sec,Time,
7081,2193,600,Entry,3,RandomHole,,
7082,2193,610,Exit,3,RandomHole,Time,
7083,2193,610,List,,Pseudo1a5,   10,000,
7084,2193,610,Entry,10,hole3,,
7085,2193,610,Reg,12,HoleNumber,    3,000,
7086,2194,610,Exit,10,hole3,Time,
7087,2194,610,Entry,11,Holdhole3,,
7088,2194,615,Exit,11,Holdhole3,,
7089,2194,615,Entry,16,Omission,,
7090,2194,615,Reg,1,ComptOmision,    1,000,
7091,2194,615,Reg,9,Omision,   57,000,
7092,2194,625,Exit,16,Omission,Time,
7093,2194,625,Entry,5,TimeOut,,
7094,2194,650,Input,4,On1A4,,
7095,2195,315,Input,36,Off1A4,,
7096,2199,630,Exit,5,TimeOut,Time,
7097,2199,630,Entry,1,MagEntry,,
7098,2199,630,Reg,2,ComptNbessai,  264,000,
7099,2199,630,Reg,13,Accuracy,   75,379,
7100,2199,630,Reg,14,Omission,    0,000,
